CustomerID,Age,Gender,Country,Avgorder_value,Total_orders,Last_purchase,Is_fraudlent,Preferred_category,Email_open_rate,Customer_since,Loyalty_score,churn_risk,Revenue,Loyalty_type,Loyalty_bucket,Loyalty_or_fraud,Is_weekend,Year,Risk_level,Loyalty_level,Country_Loyalty,Customer_tag,Revenue_loyal
CUST_9340,43,Female,Germany,10.66,13,346 days,0,Electronics,97.9,2025-03-23,19,0.14,138.58,Fraud,Low,Low|Loyal,False,2025,Low Risk,Low Rate,Germany_Low Rate,Germany|Electronics| Fraud:0,Low Loyal
CUST_3491,41,Female,India,118.56,7,136 days,0,Beauty,88.1,2025-04-25,44,0.45,829.9200000000001,Low Loyal,Medium,Medium|Loyal,False,2025,Medium Risk,Moderate,India_Moderate,India|Beauty| Fraud:0,Medium Loyal
CUST_5465,32,Female,Germany,118.56,9,232 days,0,Sports,61.3,2023-12-04,40,0.17,1067.04,Low Loyal,Low,Low|Loyal,False,2023,Low Risk,Low Rate,Germany_Low Rate,Germany|Sports| Fraud:0,Medium Loyal
CUST_1992,76,Male,Japan,118.65,14,107 days,0,Fashion,33.4,2020-10-29,37,0.21,1661.1000000000001,Low Loyal,Low,Low|Loyal,False,2020,Low Risk,Low Rate,Japan_Low Rate,Japan|Fashion| Fraud:0,Highly Loyal
CUST_7801,35,Male,UK,118.65,11,118 days,0,Electronics,67.2,2022-03-31,41,0.27,1305.15,Low Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,UK_Moderate,UK|Electronics| Fraud:0,Medium Loyal
CUST_7099,18,Male,USA,118.71,13,3 days,0,Beauty,1.8,2020-11-17,16,0.25,1543.23,Fraud,Low,Low|Loyal,False,2020,Low Risk,Low Rate,USA_Low Rate,USA|Beauty| Fraud:0,Highly Loyal
CUST_8521,53,Male,France,118.73,13,147 days,0,Home,48.2,2022-04-15,57,0.21,1543.49,Moderate Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,France_Moderate,France|Home| Fraud:0,Highly Loyal
CUST_2218,21,Female,Australia,118.74,5,306 days,0,Sports,36.3,2023-02-05,37,0.43,593.6999999999999,Low Loyal,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,Australia_Low Rate,Australia|Sports| Fraud:0,Medium Loyal
CUST_3378,66,Male,Brazil,118.84,8,76 days,0,Electronics,39.2,2024-08-03,58,0.26,950.72,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Brazil_Moderate,Brazil|Electronics| Fraud:0,Medium Loyal
CUST_7988,20,Female,Brazil,118.93,8,237 days,0,Home,38.0,2024-04-26,61,0.26,951.44,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Brazil_Moderate,Brazil|Home| Fraud:0,Medium Loyal
CUST_8940,34,Male,UK,118.94,9,245 days,1,Beauty,85.5,2022-02-19,25,0.22,1070.46,Low Loyal,Low,Low|Fraud,False,2022,Low Risk,Low Rate,UK_Low Rate,UK|Beauty| Fraud:1,Medium Loyal
CUST_1140,39,Male,UK,119.0,11,268 days,0,Home,30.9,2022-10-06,75,0.25,1309.0,Moderate Loyal,High,High|Loyal,False,2022,Low Risk,Moderate,UK_Moderate,UK|Home| Fraud:0,Medium Loyal
CUST_3987,56,Male,India,119.04,13,161 days,0,Electronics,44.7,2024-03-31,44,0.07,1547.52,Low Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,India_Moderate,India|Electronics| Fraud:0,Highly Loyal
CUST_2227,18,Male,UK,119.05,10,106 days,0,Beauty,68.8,2022-04-11,3,0.52,1190.5,Fraud,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,UK_Low Rate,UK|Beauty| Fraud:0,Medium Loyal
CUST_2607,38,Male,Japan,119.08,11,142 days,0,Home,60.9,2024-04-01,31,0.64,1309.8799999999999,Low Loyal,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,Japan_Low Rate,Japan|Home| Fraud:0,Medium Loyal
CUST_9378,40,Female,Brazil,119.1,10,244 days,0,Sports,35.4,2021-09-03,49,0.18,1191.0,Low Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,Brazil_Moderate,Brazil|Sports| Fraud:0,Medium Loyal
CUST_4243,20,Other,Brazil,119.13,12,167 days,0,Sports,34.3,2023-10-11,95,0.44,1429.56,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,Brazil_High Rate,Brazil|Sports| Fraud:0,Medium Loyal
CUST_1614,29,Male,Brazil,119.14,13,280 days,0,Electronics,7.8,2025-02-11,3,0.12,1548.82,Fraud,Low,Low|Loyal,False,2025,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Electronics| Fraud:0,Highly Loyal
CUST_7340,60,Male,Canada,119.15,12,269 days,0,Electronics,62.0,2021-09-12,11,0.21,1429.8000000000002,Fraud,Low,Low|Loyal,False,2021,Low Risk,Low Rate,Canada_Low Rate,Canada|Electronics| Fraud:0,Medium Loyal
CUST_8164,39,Male,UK,119.19,9,318 days,0,Fashion,36.2,2024-10-29,92,0.15,1072.71,High Loyal,High,High|Loyal,False,2024,Low Risk,High Rate,UK_High Rate,UK|Fashion| Fraud:0,Medium Loyal
CUST_4531,51,Other,Canada,119.31,6,43 days,0,Electronics,47.3,2021-08-17,61,0.32,715.86,Moderate Loyal,Medium,Medium|Loyal,False,2021,Medium Risk,Moderate,Canada_Moderate,Canada|Electronics| Fraud:0,Medium Loyal
CUST_4841,56,Female,Japan,119.41,10,31 days,0,Fashion,39.9,2023-11-23,30,0.07,1194.1,Low Loyal,Low,Low|Loyal,False,2023,Low Risk,Low Rate,Japan_Low Rate,Japan|Fashion| Fraud:0,Medium Loyal
CUST_3739,78,Male,Brazil,119.43,6,129 days,0,Electronics,26.3,2022-06-19,94,0.25,716.58,High Loyal,High,High|Loyal,False,2022,Low Risk,High Rate,Brazil_High Rate,Brazil|Electronics| Fraud:0,Medium Loyal
CUST_9954,79,Male,India,119.44,6,347 days,0,Sports,39.8,2023-12-23,56,0.1,716.64,Moderate Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,India_Moderate,India|Sports| Fraud:0,Medium Loyal
CUST_3193,63,Male,Brazil,119.51,11,87 days,0,Home,1.9,2021-02-06,30,0.32,1314.6100000000001,Low Loyal,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,Brazil_Low Rate,Brazil|Home| Fraud:0,Medium Loyal
CUST_9458,56,Male,USA,119.55,10,217 days,0,Beauty,50.95,2025-02-07,46,0.38,1195.5,Low Loyal,Medium,Medium|Loyal,False,2025,Medium Risk,Moderate,USA_Moderate,USA|Beauty| Fraud:0,Medium Loyal
CUST_6343,43,Female,Japan,119.57,4,7 days,0,Sports,9.0,2020-09-30,35,0.38,478.28,Low Loyal,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,Japan_Low Rate,Japan|Sports| Fraud:0,Low Loyal
CUST_2104,45,Female,Australia,119.59,13,126 days,0,Electronics,50.95,2021-03-19,34,0.41,1554.67,Low Loyal,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,Australia_Low Rate,Australia|Electronics| Fraud:0,Highly Loyal
CUST_3070,23,Male,France,119.62,7,31 days,0,Fashion,77.0,2021-04-29,18,0.34,837.34,Fraud,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,France_Low Rate,France|Fashion| Fraud:0,Medium Loyal
CUST_7257,19,Other,Germany,119.69,12,356 days,0,Beauty,64.0,2023-09-19,43,0.24,1436.28,Low Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,Germany_Moderate,Germany|Beauty| Fraud:0,Medium Loyal
CUST_5199,51,Male,Japan,119.76,14,4 days,0,Fashion,61.0,2020-08-23,58,0.45,1676.64,Moderate Loyal,Medium,Medium|Loyal,False,2020,Medium Risk,Moderate,Japan_Moderate,Japan|Fashion| Fraud:0,Highly Loyal
CUST_1521,28,Female,Japan,119.79,9,127 days,0,Home,26.0,2021-08-19,24,0.18,1078.1100000000001,Low Loyal,Low,Low|Loyal,False,2021,Low Risk,Low Rate,Japan_Low Rate,Japan|Home| Fraud:0,Medium Loyal
CUST_2693,40,Male,USA,119.79,15,38 days,0,Electronics,74.0,2020-09-05,36,0.2,1796.8500000000001,Low Loyal,Low,Low|Loyal,False,2020,Low Risk,Low Rate,USA_Low Rate,USA|Electronics| Fraud:0,Highly Loyal
CUST_9783,45,Female,Germany,119.82,9,6 days,0,Electronics,4.2,2024-05-23,32,0.48,1078.3799999999999,Low Loyal,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,Germany_Low Rate,Germany|Electronics| Fraud:0,Medium Loyal
CUST_9975,30,Other,Germany,119.83,11,175 days,0,Beauty,83.0,2020-07-31,91,0.32,1318.1299999999999,High Loyal,High,High|Loyal,False,2020,Medium Risk,High Rate,Germany_High Rate,Germany|Beauty| Fraud:0,Medium Loyal
CUST_5732,21,Male,Australia,119.84,11,83 days,0,Home,26.1,2024-01-27,40,0.43,1318.24,Low Loyal,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,Australia_Low Rate,Australia|Home| Fraud:0,Medium Loyal
CUST_9479,45,Female,Germany,119.88,11,83 days,0,Home,2.5,2022-09-22,32,0.24,1318.6799999999998,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,Germany_Low Rate,Germany|Home| Fraud:0,Medium Loyal
CUST_2639,52,Male,USA,119.97,8,103 days,0,Fashion,78.0,2024-12-14,97,0.24,959.76,High Loyal,High,High|Loyal,False,2024,Low Risk,High Rate,USA_High Rate,USA|Fashion| Fraud:0,Medium Loyal
CUST_4195,60,Female,France,119.98,12,294 days,0,Electronics,41.1,2023-04-15,14,0.26,1439.76,Fraud,Low,Low|Loyal,False,2023,Low Risk,Low Rate,France_Low Rate,France|Electronics| Fraud:0,Medium Loyal
CUST_4357,75,Female,Germany,119.98,14,302 days,0,Sports,52.4,2023-04-09,6,0.62,1679.72,Fraud,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,Germany_Low Rate,Germany|Sports| Fraud:0,Highly Loyal
CUST_2810,25,Female,Brazil,120.03,10,66 days,0,Beauty,80.8,2020-12-14,4,0.18,1200.3,Fraud,Low,Low|Loyal,False,2020,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Beauty| Fraud:0,Medium Loyal
CUST_2986,28,Male,France,120.2,11,183 days,0,Home,18.4,2023-08-05,73,0.09,1322.2,Moderate Loyal,High,High|Loyal,False,2023,Low Risk,Moderate,France_Moderate,France|Home| Fraud:0,Medium Loyal
CUST_7893,42,Male,France,120.2,10,271 days,0,Home,0.5,2022-04-02,51,0.46,1202.0,Moderate Loyal,Medium,Medium|Loyal,False,2022,Medium Risk,Moderate,France_Moderate,France|Home| Fraud:0,Medium Loyal
CUST_7360,69,Other,Japan,120.24,15,225 days,0,Fashion,76.9,2020-10-07,52,0.59,1803.6,Moderate Loyal,Medium,Medium|Loyal,False,2020,Medium Risk,Moderate,Japan_Moderate,Japan|Fashion| Fraud:0,Highly Loyal
CUST_7256,47,Other,Canada,120.32,7,174 days,0,Home,24.6,2023-01-29,85,0.13,842.24,High Loyal,High,High|Loyal,False,2023,Low Risk,High Rate,Canada_High Rate,Canada|Home| Fraud:0,Medium Loyal
CUST_1990,63,Other,Brazil,120.33,14,265 days,0,Electronics,4.4,2022-07-26,19,0.17,1684.62,Fraud,Low,Low|Loyal,False,2022,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Electronics| Fraud:0,Highly Loyal
CUST_8489,38,Female,UK,120.36,13,107 days,1,Fashion,80.3,2024-09-04,96,0.66,1564.68,High Loyal,High,High|Fraud,False,2024,Medium Risk,High Rate,UK_High Rate,UK|Fashion| Fraud:1,Highly Loyal
CUST_1728,73,Female,UK,120.43,9,247 days,0,Home,26.2,2020-07-16,55,0.26,1083.8700000000001,Moderate Loyal,Medium,Medium|Loyal,False,2020,Low Risk,Moderate,UK_Moderate,UK|Home| Fraud:0,Medium Loyal
CUST_4081,66,Male,France,120.46,5,252 days,0,Home,22.4,2020-07-18,84,0.44,602.3,High Loyal,High,High|Loyal,False,2020,Medium Risk,High Rate,France_High Rate,France|Home| Fraud:0,Medium Loyal
CUST_4262,51,Female,Japan,120.5,8,328 days,0,Beauty,24.7,2025-04-24,24,0.29,964.0,Low Loyal,Low,Low|Loyal,False,2025,Low Risk,Low Rate,Japan_Low Rate,Japan|Beauty| Fraud:0,Medium Loyal
CUST_5912,22,Female,France,120.61,4,261 days,0,Fashion,47.3,2022-12-01,23,0.48,482.44,Low Loyal,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,France_Low Rate,France|Fashion| Fraud:0,Low Loyal
CUST_6280,74,Male,Australia,120.62,10,130 days,0,Home,51.1,2024-02-22,22,0.18,1206.2,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Australia_Low Rate,Australia|Home| Fraud:0,Medium Loyal
CUST_1391,25,Female,Germany,120.73,4,185 days,0,Sports,8.2,2024-04-16,73,0.08,482.92,Moderate Loyal,High,High|Loyal,False,2024,Low Risk,Moderate,Germany_Moderate,Germany|Sports| Fraud:0,Low Loyal
CUST_2948,33,Female,USA,120.76,9,219 days,0,Beauty,62.4,2025-02-06,27,0.24,1086.8400000000001,Low Loyal,Low,Low|Loyal,False,2025,Low Risk,Low Rate,USA_Low Rate,USA|Beauty| Fraud:0,Medium Loyal
CUST_9927,76,Female,Australia,120.79,7,237 days,0,Fashion,68.0,2024-08-29,50,0.27,845.5300000000001,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Australia_Moderate,Australia|Fashion| Fraud:0,Medium Loyal
CUST_2136,72,Male,Germany,120.81,12,124 days,0,Electronics,12.0,2024-03-12,44,0.31,1449.72,Low Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,Germany_Moderate,Germany|Electronics| Fraud:0,Medium Loyal
CUST_9989,32,Female,Brazil,120.82,9,297 days,0,Fashion,34.5,2021-04-28,10,0.21,1087.3799999999999,Fraud,Low,Low|Loyal,False,2021,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Fashion| Fraud:0,Medium Loyal
CUST_8027,19,Female,China,120.9,7,187 days,0,Fashion,39.1,2023-01-02,5,0.41,846.3000000000001,Fraud,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,China_Low Rate,China|Fashion| Fraud:0,Medium Loyal
CUST_8845,19,Male,USA,120.9,6,247 days,0,Home,79.7,2024-05-09,23,0.26,725.4000000000001,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,USA_Low Rate,USA|Home| Fraud:0,Medium Loyal
CUST_5258,44,Female,Australia,120.95,8,277 days,0,Home,50.95,2025-05-08,74,0.26,967.6,Moderate Loyal,High,High|Loyal,False,2025,Low Risk,Moderate,Australia_Moderate,Australia|Home| Fraud:0,Medium Loyal
CUST_6185,62,Female,China,121.11,7,86 days,0,Sports,5.2,2023-10-29,65,0.27,847.77,Moderate Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,China_Moderate,China|Sports| Fraud:0,Medium Loyal
CUST_8160,52,Male,UK,121.15,10,210 days,0,Electronics,44.5,2020-09-30,14,0.46,1211.5,Fraud,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,UK_Low Rate,UK|Electronics| Fraud:0,Medium Loyal
CUST_2679,43,Female,Brazil,121.16,9,20 days,0,Beauty,37.4,2021-06-23,65,0.09,1090.44,Moderate Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,Brazil_Moderate,Brazil|Beauty| Fraud:0,Medium Loyal
CUST_4594,27,Male,Canada,121.17,11,9 days,0,Sports,24.8,2024-11-03,11,0.15,1332.8700000000001,Fraud,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Canada_Low Rate,Canada|Sports| Fraud:0,Medium Loyal
CUST_5853,49,Male,China,121.17,15,284 days,0,Fashion,81.8,2025-04-13,37,0.28,1817.55,Low Loyal,Low,Low|Loyal,False,2025,Low Risk,Low Rate,China_Low Rate,China|Fashion| Fraud:0,Highly Loyal
CUST_9378,52,Male,Germany,121.22,10,283 days,0,Home,51.5,2023-07-12,42,0.12,1212.2,Low Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,Germany_Moderate,Germany|Home| Fraud:0,Medium Loyal
CUST_3702,45,Male,Japan,121.33,15,316 days,0,Sports,25.4,2023-10-22,86,0.17,1819.95,High Loyal,High,High|Loyal,False,2023,Low Risk,High Rate,Japan_High Rate,Japan|Sports| Fraud:0,Highly Loyal
CUST_6054,34,Female,Canada,121.34,11,119 days,0,Home,39.7,2021-03-15,57,0.28,1334.74,Moderate Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,Canada_Moderate,Canada|Home| Fraud:0,Medium Loyal
CUST_7785,30,Male,Germany,121.36,7,293 days,0,Beauty,58.6,2022-05-20,13,0.41,849.52,Fraud,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Germany_Low Rate,Germany|Beauty| Fraud:0,Medium Loyal
CUST_7493,73,Male,Germany,121.38,10,349 days,0,Fashion,83.0,2023-12-22,28,0.75,1213.8,Low Loyal,Low,Low|Loyal,False,2023,High Risk,Low Rate,Germany_Low Rate,Germany|Fashion| Fraud:0,Medium Loyal
CUST_4583,31,Female,USA,121.41,12,198 days,0,Fashion,87.1,2022-09-26,9,0.06,1456.92,Fraud,Low,Low|Loyal,False,2022,Low Risk,Low Rate,USA_Low Rate,USA|Fashion| Fraud:0,Medium Loyal
CUST_9002,19,Female,China,121.44,8,194 days,0,Sports,12.0,2022-11-07,6,0.48,971.52,Fraud,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,China_Low Rate,China|Sports| Fraud:0,Medium Loyal
CUST_8361,22,Male,Canada,121.61,5,262 days,0,Beauty,36.4,2023-08-03,26,0.25,608.05,Low Loyal,Low,Low|Loyal,False,2023,Low Risk,Low Rate,Canada_Low Rate,Canada|Beauty| Fraud:0,Medium Loyal
CUST_2855,39,Female,Germany,121.71,12,255 days,0,Beauty,42.1,2020-07-09,88,0.31,1460.52,High Loyal,High,High|Loyal,False,2020,Medium Risk,High Rate,Germany_High Rate,Germany|Beauty| Fraud:0,Medium Loyal
CUST_4490,39,Other,USA,121.71,10,344 days,0,Beauty,75.8,2022-04-06,15,0.36,1217.1,Fraud,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,USA_Low Rate,USA|Beauty| Fraud:0,Medium Loyal
CUST_6672,41,Female,Japan,121.74,13,55 days,0,Fashion,82.7,2024-10-31,69,0.22,1582.62,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Japan_Moderate,Japan|Fashion| Fraud:0,Highly Loyal
CUST_5493,78,Male,India,121.75,12,145 days,0,Home,32.3,2021-01-07,94,0.4,1461.0,High Loyal,High,High|Loyal,False,2021,Medium Risk,High Rate,India_High Rate,India|Home| Fraud:0,Medium Loyal
CUST_1691,36,Male,Canada,121.78,5,201 days,0,Beauty,60.7,2024-09-04,58,0.25,608.9,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Canada_Moderate,Canada|Beauty| Fraud:0,Medium Loyal
CUST_7155,62,Other,France,121.84,8,162 days,0,Home,36.2,2021-10-17,59,0.58,974.72,Moderate Loyal,Medium,Medium|Loyal,False,2021,Medium Risk,Moderate,France_Moderate,France|Home| Fraud:0,Medium Loyal
CUST_4665,64,Male,India,121.85,12,14 days,0,Sports,84.0,2020-08-16,23,0.66,1462.1999999999998,Low Loyal,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,India_Low Rate,India|Sports| Fraud:0,Medium Loyal
CUST_8295,64,Female,USA,121.88,7,183 days,0,Home,37.3,2021-08-11,68,0.26,853.16,Moderate Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,USA_Moderate,USA|Home| Fraud:0,Medium Loyal
CUST_4471,41,Male,China,121.89,7,136 days,0,Beauty,47.8,2022-10-10,19,0.19,853.23,Fraud,Low,Low|Loyal,False,2022,Low Risk,Low Rate,China_Low Rate,China|Beauty| Fraud:0,Medium Loyal
CUST_7646,68,Male,Germany,121.9,9,249 days,0,Sports,44.5,2022-09-30,76,0.32,1097.1000000000001,Moderate Loyal,High,High|Loyal,False,2022,Medium Risk,Moderate,Germany_Moderate,Germany|Sports| Fraud:0,Medium Loyal
CUST_5559,64,Female,USA,121.96,5,129 days,0,Sports,50.95,2023-04-17,76,0.14,609.8,Moderate Loyal,High,High|Loyal,False,2023,Low Risk,Moderate,USA_Moderate,USA|Sports| Fraud:0,Medium Loyal
CUST_4743,20,Male,Australia,122.02,11,334 days,0,Beauty,81.5,2023-09-09,60,0.38,1342.22,Moderate Loyal,Medium,Medium|Loyal,False,2023,Medium Risk,Moderate,Australia_Moderate,Australia|Beauty| Fraud:0,Medium Loyal
CUST_5555,26,Female,China,122.06,12,152 days,0,Sports,97.6,2023-01-28,91,0.33,1464.72,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,China_High Rate,China|Sports| Fraud:0,Medium Loyal
CUST_5805,51,Female,Australia,122.11,10,260 days,0,Beauty,44.6,2020-08-31,55,0.48,1221.1,Moderate Loyal,Medium,Medium|Loyal,False,2020,Medium Risk,Moderate,Australia_Moderate,Australia|Beauty| Fraud:0,Medium Loyal
CUST_8155,51,Male,UK,122.12,9,160 days,0,Home,33.5,2023-06-10,74,0.17,1099.08,Moderate Loyal,High,High|Loyal,False,2023,Low Risk,Moderate,UK_Moderate,UK|Home| Fraud:0,Medium Loyal
CUST_3050,42,Female,UK,122.13,13,344 days,0,Home,38.9,2021-06-20,79,0.4,1587.69,Moderate Loyal,High,High|Loyal,False,2021,Medium Risk,Moderate,UK_Moderate,UK|Home| Fraud:0,Highly Loyal
CUST_8451,48,Male,France,122.16,6,218 days,0,Home,54.1,2024-05-02,82,0.29,732.96,High Loyal,High,High|Loyal,False,2024,Low Risk,High Rate,France_High Rate,France|Home| Fraud:0,Medium Loyal
CUST_6791,53,Female,USA,122.19,10,319 days,0,Sports,41.2,2025-01-08,8,0.26,1221.9,Fraud,Low,Low|Loyal,False,2025,Low Risk,Low Rate,USA_Low Rate,USA|Sports| Fraud:0,Medium Loyal
CUST_4324,64,Male,USA,122.23,8,84 days,0,Electronics,2.5,2021-11-08,95,0.06,977.84,High Loyal,High,High|Loyal,False,2021,Low Risk,High Rate,USA_High Rate,USA|Electronics| Fraud:0,Medium Loyal
CUST_9277,67,Female,India,122.23,11,69 days,0,Home,4.7,2022-12-18,71,0.35,1344.53,Moderate Loyal,High,High|Loyal,False,2022,Medium Risk,Moderate,India_Moderate,India|Home| Fraud:0,Medium Loyal
CUST_5206,18,Female,Brazil,122.35,9,204 days,0,Beauty,88.2,2024-07-10,58,0.33,1101.1499999999999,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,Brazil_Moderate,Brazil|Beauty| Fraud:0,Medium Loyal
CUST_4612,51,Male,India,122.47,7,180 days,0,Electronics,15.4,2025-04-19,66,0.21,857.29,Moderate Loyal,Medium,Medium|Loyal,False,2025,Low Risk,Moderate,India_Moderate,India|Electronics| Fraud:0,Medium Loyal
CUST_7680,56,Female,Australia,122.53,11,51 days,0,Electronics,35.2,2022-09-07,40,0.07,1347.83,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,Australia_Low Rate,Australia|Electronics| Fraud:0,Medium Loyal
CUST_4163,75,Male,Canada,122.54,17,66 days,0,Electronics,3.5,2020-08-14,22,0.53,2083.1800000000003,Low Loyal,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,Canada_Low Rate,Canada|Electronics| Fraud:0,Highly Loyal
CUST_8421,68,Female,USA,122.54,7,147 days,0,Electronics,32.4,2021-09-14,84,0.13,857.7800000000001,High Loyal,High,High|Loyal,False,2021,Low Risk,High Rate,USA_High Rate,USA|Electronics| Fraud:0,Medium Loyal
CUST_8896,65,Female,France,122.57,8,244 days,0,Home,8.7,2021-09-12,38,0.26,980.56,Low Loyal,Low,Low|Loyal,False,2021,Low Risk,Low Rate,France_Low Rate,France|Home| Fraud:0,Medium Loyal
CUST_5876,59,Male,UK,122.62,9,345 days,0,Electronics,38.7,2022-09-09,76,0.18,1103.58,Moderate Loyal,High,High|Loyal,False,2022,Low Risk,Moderate,UK_Moderate,UK|Electronics| Fraud:0,Medium Loyal
CUST_8576,50,Female,Brazil,122.65,11,271 days,0,Home,47.5,2024-10-10,51,0.38,1349.15,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,Brazil_Moderate,Brazil|Home| Fraud:0,Medium Loyal
CUST_1571,78,Female,UK,122.69,9,139 days,0,Home,23.8,2023-07-25,38,0.42,1104.21,Low Loyal,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,UK_Low Rate,UK|Home| Fraud:0,Medium Loyal
CUST_7376,50,Male,Germany,122.71,12,231 days,0,Home,24.7,2024-10-19,5,0.25,1472.52,Fraud,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Germany_Low Rate,Germany|Home| Fraud:0,Medium Loyal
CUST_5316,35,Other,UK,122.73,7,213 days,0,Beauty,36.9,2023-05-10,15,0.32,859.11,Fraud,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,UK_Low Rate,UK|Beauty| Fraud:0,Medium Loyal
CUST_9275,71,Male,France,122.73,5,85 days,0,Fashion,33.7,2020-12-18,29,0.56,613.65,Low Loyal,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,France_Low Rate,France|Fashion| Fraud:0,Medium Loyal
CUST_3010,43,Male,Australia,122.77,8,294 days,0,Fashion,4.4,2022-04-29,80,0.1,982.16,High Loyal,High,High|Loyal,False,2022,Low Risk,Moderate,Australia_Moderate,Australia|Fashion| Fraud:0,Medium Loyal
CUST_1055,53,Female,USA,122.8,13,57 days,0,Electronics,72.6,2020-12-28,83,0.37,1596.3999999999999,High Loyal,High,High|Loyal,False,2020,Medium Risk,High Rate,USA_High Rate,USA|Electronics| Fraud:0,Highly Loyal
CUST_6539,30,Male,USA,122.8,12,42 days,0,Fashion,69.1,2025-03-15,53,0.29,1473.6,Moderate Loyal,Medium,Medium|Loyal,False,2025,Low Risk,Moderate,USA_Moderate,USA|Fashion| Fraud:0,Medium Loyal
CUST_7541,31,Male,India,122.87,6,72 days,0,Beauty,85.6,2022-04-25,93,0.62,737.22,High Loyal,High,High|Loyal,False,2022,Medium Risk,High Rate,India_High Rate,India|Beauty| Fraud:0,Medium Loyal
CUST_2664,59,Female,Canada,122.89,15,228 days,0,Home,20.6,2020-07-27,90,0.36,1843.35,High Loyal,High,High|Loyal,False,2020,Medium Risk,High Rate,Canada_High Rate,Canada|Home| Fraud:0,Highly Loyal
CUST_9006,36,Other,Canada,123.09,6,262 days,0,Beauty,90.1,2022-06-11,46,0.29,738.54,Low Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,Canada_Moderate,Canada|Beauty| Fraud:0,Medium Loyal
CUST_5182,46,Male,Canada,123.11,15,159 days,0,Beauty,50.95,2021-01-02,80,0.48,1846.65,High Loyal,High,High|Loyal,False,2021,Medium Risk,Moderate,Canada_Moderate,Canada|Beauty| Fraud:0,Highly Loyal
CUST_9433,19,Female,Canada,123.11,7,30 days,0,Beauty,41.1,2024-10-08,66,0.27,861.77,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Canada_Moderate,Canada|Beauty| Fraud:0,Medium Loyal
CUST_7570,31,Female,France,123.13,5,321 days,0,Sports,73.5,2025-04-25,85,0.04,615.65,High Loyal,High,High|Loyal,False,2025,Low Risk,High Rate,France_High Rate,France|Sports| Fraud:0,Medium Loyal
